title_checkouts,id_checkouts,author_checkouts,Title,work_id,best_book_id,author_goodreads,title_goodreads,tier
guns germs and steel the fates of human societies,212412,jared diamond,"Guns, Germs, and Steel: The Fates of Human Societies",2138852,1842,jared diamond,guns germs and steel the fates of human societies,exact
will i ever be good enough healing the daughters of narcissistic mothers,200723,karyl mcbride,Will I Ever Be Good Enough?: Healing the Daughters of Narcissistic Mothers,2139481,2133999,karyl mcbride,will i ever be good enough healing the daughters of narcissistic mothers,exact
all we ever wanted,1190908,emily giffin,All We Ever Wanted: A Novel (unabridged) (Unabridged),2139491,2134009,janelle brown,all we ever wanted was everything,wgt_jaccard_0.35
the exile unabridged,94223,james patterson,The Exile (Unabridged),2140837,426474,pearl s buck,the exile,wgt_jaccard_0.3
knuffle bunny too,44175,mo willems,Knuffle Bunny too : a case of mistaken identity / by Mo Willems.,2141767,515905,mo willems,knuffle bunny too,exact
knuffle bunny,205716,mo willems,Knuffle Bunny : a cautionary tale / by Mo Willems.,2141767,515905,mo willems,knuffle bunny too,wgt_jaccard_0.3
a storm of swords,108110,george r r martin,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",2142009,2136524,george r r martin,a storm of swords,exact
a storm of swords,140159,george martin r r,A storm of swords / George R.R. Martin.,2142009,2136524,george r r martin,a storm of swords,exact
mudbound,92114,hillary jordan,Mudbound / a novel by Hillary Jordan.,2144215,2138727,hillary jordan,mudbound,exact
maybe a bear ate it,95729,robie harris h,Maybe a bear ate it! / by Robie H. Harris ; illustrated by Michael Emberley.,2145913,2140425,robie h harris,maybe a bear ate it,exact
what is the what,189427,dave eggers,What Is the What,2145987,2140499,reeve lindbergh,what is the sun,wgt_jaccard_0.35
the slippery slope,94645,lemony snicket,The slippery slope / by Lemony Snicket ; illustrations by Brett Helquist.,2146706,297792,lemony snicket,the slippery slope,exact
the outsider,108395,anthony franze,The Outsider: A Novel (unabridged) (Unabridged),2147101,176138,barbara delinsky,the outsider,exact
the outsider,1013671,stephen king,The Outsider: A Novel (unabridged) (Unabridged),2147101,176138,barbara delinsky,the outsider,exact
the legacy,342622,yrsa sigur ard ttir,The legacy / Yrsa SigurdardÃ³ttir ; translated from the Icelandic by Victoria Cribb.,2149493,227454,r a salvatore,the legacy,exact
world war i,10160,simon adams,World War I / written by Simon Adams ; photographed by Andy Crawford.,2150503,2145012,simon adams,world war i,exact
the time traveler s wife unabridged,64613,audrey niffenegger,The Time Traveler's Wife (Unabridged),2153746,18619684,audrey niffenegger,the time traveler s wife,wgt_jaccard_0.15
the time traveler s wife,103060,audrey niffenegger,The time traveler's wife / Audrey Niffenegger.,2153746,18619684,audrey niffenegger,the time traveler s wife,exact
junie b jones and her big fat mouth,176137,barbara park,Junie B. Jones and her big fat mouth / by Barbara Park ; illustrated by Denise Brunkus.,2156103,958276,barbara park,junie b jones and her big fat mouth,exact
grip of the shadow plague,21122,brandon mull,Grip of the shadow plague / Brandon Mull ; illustrated by Brandon Dorman.,2156412,2146957,brandon mull,grip of the shadow plague,exact
the black swan the impact of the highly improbable,55886,nassim taleb nicholas,The black swan : the impact of the highly improbable / Nassim Nicholas Taleb.,2157806,242472,nassim nicholas taleb,the black swan the impact of the highly improbable,exact
the black swan the impact of the highly improbable fragility,447297,nassim nicholas taleb,"The Black Swan: : The Impact of the Highly Improbable Fragility""""",2157806,242472,nassim nicholas taleb,the black swan the impact of the highly improbable,wgt_jaccard_0.2
captain underpants and the preposterous plight of the purple potty people captain underpants series book 8,8882,dav pilkey,"Captain Underpants and the Preposterous Plight of the Purple Potty People: Captain Underpants Series, Book 8",2158784,153862,dav pilkey,captain underpants and the preposterous plight of the purple potty people captain underpants 8,wgt_jaccard_0.1
captain underpants and the preposterous plight of the purple potty people the eighth epic novel,87490,dav pilkey,Captain Underpants and the preposterous plight of the purple potty people : the eighth epic novel / by Dav Pilkey.,2158784,153862,dav pilkey,captain underpants and the preposterous plight of the purple potty people captain underpants 8,wgt_jaccard_0.35
still alice unabridged,167952,lisa genova,Still Alice (Unabridged),2158906,2153405,lisa genova,still alice,wgt_jaccard_0.25
hold me tight seven conversations for a lifetime of love,1835,susan johnson m,Hold me tight : seven conversations for a lifetime of love / Sue Johnson.,2159282,2153780,sue johnson,hold me tight seven conversations for a lifetime of love,exact
hold me tight seven conversations for a lifetime of love,224998,sue johnson,Hold Me Tight: Seven Conversations for a Lifetime of Love,2159282,2153780,sue johnson,hold me tight seven conversations for a lifetime of love,exact
maisy goes to the hospital,18923,lucy cousins,Maisy goes to the hospital / Lucy Cousins.,2160696,2155191,lucy cousins,maisy goes to the hospital maisy,wgt_jaccard_0.1
attack of the jack,109507,r stine l,Attack of the Jack! / R.L. Stine.,2161988,1801072,r l stine,attack of the jack o lanterns,wgt_jaccard_0.5
the creeps 3 curse of the attack o lanterns,187440,chris schweizer,"The Creeps. [3], Curse of the attack-o-lanterns / Chris Schweizer.",2161988,1801072,r l stine,attack of the jack o lanterns,wgt_jaccard_0.5
collected stories,23346,william faulkner,Collected Stories,2163940,2158430,richard matheson,collected stories,exact
collected stories,120785,franz kafka,Collected Stories,2163940,2158430,richard matheson,collected stories,exact
collected stories,487407,w somerset maugham,Collected Stories,2163940,2158430,richard matheson,collected stories,exact
sun,158636,marion bauer dane,Sun / written by Marion Dane Bauer ; illustrated by John Wallace.,2164116,2158606,robert muchamore,dark sun,wgt_jaccard_0.5
sun,1183762,sam usher,Sun / Sam Usher.,2164116,2158606,robert muchamore,dark sun,wgt_jaccard_0.5
city mouse country mouse,182884,maggie rudy,"City mouse, country mouse / Maggie Rudy.",2164516,2159001,lisa jahn clough,country girl city girl,wgt_jaccard_0.5
right ho jeeves,73661,p g wodehouse,"Right Ho, Jeeves",2168123,9850375,p g wodehouse,right ho jeeves,exact
haunted,72704,james patterson,Haunted / James Patterson and James O. Born.,2168992,950866,heather graham,haunted,exact
froggy gets dressed,12348,jonathan london,Froggy gets dressed / by Jonathan London ; illustrated by Frank Remkiewicz.,2169168,815300,jonathan london,froggy gets dressed,exact
the mother tongue english and how it got that way unabridged unabridged,11621,bill bryson,The Mother Tongue: English and How It Got That Way (unabridged) (Unabridged),2170063,29,bill bryson,the mother tongue english and how it got that way,wgt_jaccard_0.1
christmas mice,152118,bethany roberts,Christmas mice! / by Bethany Roberts ; illustrated by Doug Cushman.,2171916,2166388,bethany roberts,christmas mice,exact
three wishes,46185,liane moriarty,Three wishes : a novel / Liane Moriarty.,2172728,1466455,liane moriarty,three wishes,exact
three wishes unabridged,142548,liane moriarty,Three Wishes (Unabridged),2172728,1466455,liane moriarty,three wishes,wgt_jaccard_0.25
apples and pumpkins,149513,anne rockwell f,Apples and pumpkins / by Anne Rockwell ; illustrated by Lizzy Rockwell.,2175272,1012082,anne f rockwell,apples and pumpkins,exact
aaron loves apples and pumpkins,201844,p eastman d,Aaron loves apples and pumpkins / by P.D. Eastman.,2175272,1012082,anne f rockwell,apples and pumpkins,wgt_jaccard_0.45
the deeds of the disturber amelia peabody series book 5 unabridged unabridged,8365,elizabeth peters,"The Deeds of the Disturber: Amelia Peabody Series, Book 5 (unabridged) (Unabridged)",2176252,32139,elizabeth peters,the deeds of the disturber amelia peabody 5,wgt_jaccard_0.25
winter,85434,ali smith,Winter / Ali Smith.,2178284,2172631,gerda muller,winter,exact
winter,129126,marissa meyer,Winter / written by Marissa Meyer.,2178284,2172631,gerda muller,winter,exact
winter,416953,knausg karl rd ove,Winter / Karl Ove Knausgaard ; with illustrations by Lars Lerin ; translated from the Norwegian by Ingvild Burkey.,2178284,2172631,gerda muller,winter,exact
sparkling cyanide unabridged,48190,agatha christie,Sparkling Cyanide (Unabridged),2179061,212622,agatha christie,sparkling cyanide,wgt_jaccard_0.2
sparkling cyanide,236544,agatha christie,Sparkling cyanide / Agatha Christie.,2179061,212622,agatha christie,sparkling cyanide,exact
the seas,1465468,samantha hunt,The Seas,2183558,332768,samantha hunt,the seas,exact
annie and the wild animals,181563,jan brett,Annie and the wild animals / Jan Brett.,2184582,967502,jan brett,annie and the wild animals,exact
paradox,220136,august burns red,Paradox,2184954,2179276,eoin colfer,the time paradox,wgt_jaccard_0.5
paradox,562926,paul moer red mitchell shelly manne bob gordon jack montrose,Paradox,2184954,2179276,eoin colfer,the time paradox,wgt_jaccard_0.5
paradox,919578,a j paquette,Paradox,2184954,2179276,eoin colfer,the time paradox,wgt_jaccard_0.5
paradox,1000753,,Paradox,2184954,2179276,eoin colfer,the time paradox,wgt_jaccard_0.5
paradox,1415583,catherine coulter,Paradox,2184954,2179276,eoin colfer,the time paradox,wgt_jaccard_0.5
a people s history of the united states 1492 to present unabridged unabridged,193585,howard zinn,A People's History of the United States: 1492 to Present (unabridged) (Unabridged),2185591,2767,howard zinn,a people s history of the united states 1492 to present,wgt_jaccard_0.1
agatha raisin and the perfect paragon agatha raisin mystery series book 16 unabridged unabridged,142641,m c beaton,"Agatha Raisin and the Perfect Paragon: Agatha Raisin Mystery Series, Book 16 (unabridged) (Unabridged)",2187715,344662,m c beaton,agatha raisin and the perfect paragon,wgt_jaccard_0.4
agatha raisin and the love from hell agatha raisin mystery series book 11 unabridged unabridged,18168,m c beaton,"Agatha Raisin and the Love From Hell: Agatha Raisin Mystery Series, Book 11 (unabridged) (Unabridged)",2187717,133012,m c beaton,agatha raisin and the love from hell,wgt_jaccard_0.4
one in a million,108240,jill shalvis,One in a Million,2188849,2183156,kimberla lawson roby,one in a million,exact
one in a million,251223,platters,One in a Million,2188849,2183156,kimberla lawson roby,one in a million,exact
one in a million,334154,the romantics,One in a Million,2188849,2183156,kimberla lawson roby,one in a million,exact
one in a million,1159937,kimberla lawson roby,One in a Million,2188849,2183156,kimberla lawson roby,one in a million,exact
one in a million,1896480,lindsey kelk,One in a Million,2188849,2183156,kimberla lawson roby,one in a million,exact
flight,201158,andrew nahum,Flight / written by Andrew Nahum.,2190060,2184367,john steinbeck,flight,exact
pretty little liars pretty little liars series book 1,75174,sara shepard,"Pretty Little Liars: Pretty Little Liars Series, Book 1",2191061,162085,sara shepard,pretty little liars,wgt_jaccard_0.4
fancy nancy s favorite fancy words from accessories to zany,179628,o jane connor,Fancy Nancy's favorite fancy words : from accessories to zany / written by Jane O'Connor ; illustrated by Robin Preiss Glasser.,2193593,2187886,jane o connor,fancy nancy s favorite fancy words from accessories to zany fancy nancy,wgt_jaccard_0.1
bringing in the new year,58964,grace lin,Bringing in the New Year / Grace Lin.,2195531,2189812,grace lin,bringing in the new year,exact
babymouse 6 camp babymouse,23817,jennifer holm l,"Babymouse. [6], Camp Babymouse / by Jennifer L. Holm & Matthew Holm.",2195951,476914,jennifer l holm,camp babymouse,wgt_jaccard_0.3
song and dance man,156775,karen ackerman,Song and dance man / by Karen Ackerman ; illustrated by Stephen Gammell.,2197412,225274,karen ackerman,song and dance man,exact
warriors 3 warrior s return,81914,erin hunter,"Warriors. [3], Warrior's return / created by Erin Hunter ; written by Dan Jolley ; art by James L. Barry.",2199788,2194051,dan jolley,warrior s return manga warriors graystripe 3,wgt_jaccard_0.4
the door to december unabridged,28230,dean koontz,The Door to December (Unabridged),2200649,32446,dean koontz,the door to december,wgt_jaccard_0.15
watchers,34555,dean koontz,Watchers,2200683,32423,dean koontz,watchers,exact
i was told there d be cake essays,370791,sloane crosley,I was told there'd be cake : essays / Sloane Crosley.,2201026,2195289,sloane crosley,i was told there d be cake,wgt_jaccard_0.15
the hollow,45419,agatha christie,The hollow / Agatha Christie.,2201046,2195309,nora roberts,the hollow,exact
the girl who heard colors,167375,marie harris,The girl who heard colors / Marie Harris ; illustrated by Vanessa Brantley-Newton.,2201617,61950,anne mccaffrey,the girl who heard dragons,wgt_jaccard_0.45
twisted,41082,emma chase,Twisted,2201804,427944,r l stine,twisted,exact
twisted,144854,jane monheit,Twisted,2201804,427944,r l stine,twisted,exact
twisted,177926,rebecca zanetti,Twisted,2201804,427944,r l stine,twisted,exact
twisted,242961,laurie halse anderson,Twisted,2201804,427944,r l stine,twisted,exact
twisted,265827,lambert hendricks and ross,Twisted,2201804,427944,r l stine,twisted,exact
twisted,456006,two feet,Twisted,2201804,427944,r l stine,twisted,exact
is your mama a llama,429203,deborah guarino,Is your mama a llama? / by Deborah Guarino ; pictures by Steven Kellogg.,2201870,770038,deborah guarino,is your mama a llama,exact
legacy of ashes the history of the cia unabridged unabridged,9939,tim weiner,Legacy of Ashes: The History of the CIA (unabridged) (Unabridged),2202139,970488,tim weiner,legacy of ashes the history of the cia,wgt_jaccard_0.1
eat that frog 21 great ways to stop procrastinating and get more done in less time unabridged 3 unabridged 3,56947,brian tracy,"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (unabridged, 3) (Unabridged, 3)",2203492,95887,brian tracy,eat that frog 21 great ways to stop procrastinating and get more done in less time,wgt_jaccard_0.1
eat that frog 21 great ways to stop procrastinating and get more done in less time,89579,brian tracy,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,2203492,95887,brian tracy,eat that frog 21 great ways to stop procrastinating and get more done in less time,exact
saving faith,45543,david baldacci,Saving Faith,2204735,15157,david baldacci,saving faith,exact
dawn,123196,octavia butler e,Dawn / Octavia E. Butler,2204856,1896990,molly bang,dawn,exact
dawn,141169,erin hunter,Dawn / Erin Hunter.,2204856,1896990,molly bang,dawn,exact
consider the lobster and other essays,7933,david foster wallace,Consider the Lobster: And Other Essays,2207382,6751,david foster wallace,consider the lobster,wgt_jaccard_0.45
consider the lobster and other essays unabridged,189149,david foster wallace,"Consider the Lobster, and Other Essays (Unabridged)",2207382,6751,david foster wallace,consider the lobster,wgt_jaccard_0.5
